username,tweet_content,created_at,retweet_count,like_count,reply_count,quote_count,hashtag,language,geo_location,source,user_followers_count,user_verified,url
@RobDeRosa28,"Rob De Rosa
@RobDeRosa28
·
1h
Unsung hero today 

This man covers every single blade of grass and needs more respect to his name for such a young talent.

What a win!

#thfc #Spurs #COYS #Tottenham #tottenhamhotspur #AstonVilla #ange #bigange #PremierLeague #football #SundayVAR #Sunday #solanke
2
125",2024-11-03T15:59:03.000Z,0,0,0,0,#Solanke,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@RobDeRosa28/status/None
@AceFantasyPL,"Ace Fantasy PL
@AceFantasyPL
·
Nov 2
Ace #FPL Alert

I call on all coders out there to come up with a better FPL game, to help us get rid of 
@OfficialFPL
 admins' price manipulation (#Solanke & now #Saka) & a poor bonus system
A game where admins reveal their teams to the public instead of hiding behind them!
1
2
612",2024-11-02T07:00:11.000Z,0,0,0,0,#Solanke,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@AceFantasyPL/status/None
